Sort,Year,ID,Freq,Sex,CalvingGround,BirthDate,CaptureDate,LastActive ,EstAgeatCapture,MinDaysAlive,Day0Status,Day0Lat,Day0Long,Day1Status,Day1Lat,Day1Long,Day2Status,Day2Lat,Day2Long,Day3Status,Day3Lat,Day3Long,Day4Status,Day4Lat,Day4Long,Day5Status,Day5Lat,Day5Long,Day6Status,Day6Lat,Day6Long,Day7Status,Day7Lat,Day7Long,FATE
1,2011,2011021,3.409,f,Kemuk,5/17/11,5/18/11,5/19/11,1,2,1,,,1,59.34533,-157.886,1,59.34445,-157.8818,0,59.3503,-157.84763,,,,,,,,,,,,,BEAR
2,2011,2011022,0.15,f,Kemuk,5/17/11,5/18/11,10/19/11,1,155,1,,,1,59.4445,-157.6555,1,59.43415,-157.66115,,,,,,,,,,,,,,,,
3,2011,2011023,3.95,m,Kemuk,5/17/11,5/18/11,9/28/11,1,134,1,,,1,59.46933,-157.68017,1,59.46722,-157.69843,,,,1,59.44885,157.74852,1,59.44885,157.74852,,,,,,,
4,2011,2011024,3.53,f,Kemuk,5/17/11,5/18/11,6/16/11,1,30,1,,,1,59.446,-157.73233,1,59.43997,-157.75702,,,,,,,,,,,,,,,,
7,2011,2011027,3.61,f,Kemuk,5/17/11,5/18/11,5/19/11,1,2,1,,,1,59.83067,-157.616,1,,,,,,0,59.82878,-157.63493,,,,,,,,,,STARVED
10,2011,2011030,3.8,f,Kemuk,5/17/11,5/18/11,10/19/11,1,155,1,,,1,59.69283,-157.7775,1,59.69368,-157.91863,,,,1,59.65233,157.9448,,,,,,,,,,
11,2011,2011031,3.82,f,Kemuk,5/18/11,5/19/11,4/2/12,1,320,1,,,1,59.346,-157.9705,1,59.65233,-157.9448,,,,,,,,,,,,,,,,
12,2011,2011032,3.399,f,Kemuk,5/18/11,5/19/11,10/18/11,1,153,1,,,1,59.40383,-157.93283,,,,,,,,,,,,,,,,,,,
13,2011,2011033,3.59,f,Kemuk,5/18/11,5/19/11,7/1/11,1,44,1,,,1,59.443,-157.90633,,,,,,,,,,,,,,,,,,,
14,2011,2011034,3.97,m,Kemuk,5/18/11,5/19/11,5/20/11,1,2,1,,,1,59.54283,-157.7245,1,,,0,59.5453,-157.714,,,,,,,,,,,,,PREDATOR
15,2011,2011035,3.98,f,Kemuk,5/18/11,5/19/11,10/18/11,1,153,1,,,1,59.62933,-157.55333,,,,1,59.63548,157.62163,,,,,,,,,,,,,
18,2011,2011038,3.91,f,Kemuk,5/18/11,5/19/11,5/25/12,1,373,1,,,1,60.0075,-157.6105,,,,1,60.01602,157.5942,1,60.0265,157.58783,,,,,,,,,,
19,2011,2011039,3.6,f,Kemuk,5/18/11,5/19/11,9/28/11,1,133,1,,,1,59.8875,-157.49033,,,,1,60.05368,157.65942,,,,,,,,,,,,,
21,2011,2011041,3.67,m,Kemuk,5/18/11,5/19/11,9/28/11,1,133,1,,,1,59.49167,-157.89217,,,,,,,,,,,,,,,,,,,
22,2011,2011042,1.86,m,Tundra,5/19/11,5/20/11,5/20/11,1,1,1,,,1,61.16433,-155.9025,,,,,61.16166,-155.908,,,,,,,,,,,,,UNK FATE; SLIPPED COLLAR?
24,2011,2011044,1.58,m,Tundra,5/19/11,5/20/11,5/22/11,1,3,1,,,1,61.2825,-155.92067,1,,,1,,,,,,,,,,,,,,,BEAR
25,2011,2011045,1.84,f,Tundra,5/19/11,5/20/11,5/20/11,1,1,1,,,1,61.32417,-156.03383,,,,0,61.33783,-156.067,,,,,,,,,,,,,UNKNOWN; COLLAR ONLY
27,2011,2011047,1.95,m,Tundra,5/19/11,5/20/11,5/20/11,1,1,1,,,1,61.27183,-156.3175,0,61.31,-156.322,,,,,,,,,,,,,,,,WOLF
28,2011,2011048,1.88,m,Tundra,5/19/11,5/20/11,5/22/11,1,3,1,,,1,61.12267,-156.607,1,,,1,,,,,,,,,,,,,,,BEAR
29,2011,2011049,3.84,m,Kemuk,5/20/11,5/21/11,9/28/11,1,131,1,,,1,59.171,-158.20867,,,,,,,,,,,,,,,,,,,
32,2011,2011052,3.45,unk,Kemuk,5/20/11,5/21/11,10/18/11,1,151,1,,,1,59.1845,-158.04483,,,,,,,,,,,,,,,,,,,
33,2011,2011053,3.581,unk,Kemuk,5/20/11,5/21/11,9/28/11,1,131,1,,,1,59.19083,-157.9575,,,,,,,,,,,,,,,,,,,
34,2011,2011054,3.51,unk,Kemuk,5/20/11,5/21/11,10/18/11,1,151,1,,,1,59.20117,-157.95633,,,,,,,,,,,,,,,,,,,
36,2011,2011056,3.541,unk,Kemuk,5/20/11,5/21/11,5/21/11,1,1,1,,,1,59.527,-157.53617,0,59.5245,-157.5345,,,,,,,,,,,,,,,,COLLAR ONLY
37,2011,2011057,3.49,m,Kemuk,5/20/11,5/21/11,5/21/11,1,1,1,,,1,59.5665,-157.64233,,,,,,,,,,,,,,,,,,,UNK FATE
39,2011,2011059,3.56,unk,Kemuk,5/20/11,5/21/11,10/18/11,1,151,1,,,1,59.5805,-157.73917,1,59.609,-157.759,,,,,,,,,,,,,,,,
41,2011,2011061,3.64,f,Kemuk,5/20/11,5/21/11,5/21/11,1,1,1,,,1,59.56817,-157.70017,0,59.5875,-157.696,,,,,,,,,,,,,,,,BEAR
42,2011,2011062,3.5,f,Kemuk,5/20/11,5/21/11,5/24/11,1,4,1,,,1,59.48983,-157.71267,1,,,1,,,1,,,,,,,,,,,,UNK
43,2011,2011063,3.44,f,Kemuk,5/20/11,5/21/11,6/2/11,1,13,1,,,1,59.17183,-158.19233,,,,,,,,,,,,,,,,,,,
44,2011,2011064,3.7,f,Kemuk,5/21/11,5/22/11,7/12/11,1,52,1,,,1,59.17483,-158.23633,,,,,,,,,,,,,,,,,,,
45,2011,2011065,3.48,unk,Kemuk,5/21/11,5/22/11,10/18/11,1,150,1,,,1,59.1765,-158.22117,,,,,,,,,,,,,,,,,,,
46,2011,2011066,3.62,m,Kemuk,5/21/11,5/22/11,5/23/11,1,2,1,,,1,59.175,-158.123,1,,,0,59.14983,-158.09783,,,,,,,,,,,,,DROWNED
47,2011,2011067,3.55,m,Kemuk,5/21/11,5/22/11,7/1/11,1,41,1,,,1,59.15617,-158.11867,,,,,,,,,,,,,,,,,,,
48,2011,2011068,0.56,unk,Kemuk,5/21/11,5/22/11,10/18/11,1,150,1,,,1,59.14667,-158.17283,,,,,,,,,,,,,,,,,,,
49,2011,2011069,3.9,f,Kemuk,5/21/11,5/22/11,6/16/11,1,26,1,,,1,59.16417,-158.11383,,,,,,,,,,,,,,,,,,,
50,2011,2011070,0.329,f,Kemuk,5/21/11,5/22/11,12/21/11,1,214,1,,,1,59.17517,-157.99617,,,,,,,,,,,,,,,,,,,
55,2011,2011075,0.9,f,Kemuk,5/21/11,5/22/11,5/28/11,1,7,1,,,1,59.48367,-157.85033,,,,,,,,,,,,,,,,,,,
56,2011,2011076,1.25,m,Kemuk,5/21/11,5/22/11,10/18/11,1,150,1,,,1,59.492,-157.8315,,,,,,,,,,,,,,,,,,,
57,2011,2011077,0.92,m,Kemuk,5/21/11,5/22/11,5/26/11,1,5,1,,,1,59.599,-157.49417,1,,,1,,,1,,,1,,,,,,,,,
58,2011,2011078,1.919,m,Kemuk,5/21/11,5/22/11,6/16/11,1,26,1,,,1,59.572,-157.76317,,,,,,,,,,,,,,,,,,,
59,2011,2011079,0.96,f,Kemuk,5/21/11,5/22/11,12/13/11,1,206,1,,,1,59.559,-157.76133,,,,,,,,,,,,,,,,,,,
60,2011,2011080,1.589,f,Kemuk,5/21/11,5/22/11,10/18/11,1,150,1,,,1,59.8785,-157.80067,,,,,,,,,,,,,,,,,,,
61,2011,2011081,0.98,f,Kemuk,5/21/11,5/22/11,5/26/11,1,5,1,,,1,59.52367,-157.81717,1,,,1,,,1,,,1,,,,,,,,,
62,2011,2011082,1.06,f,Kemuk,5/21/11,5/22/11,8/7/11,1,78,1,,,1,59.40083,-157.96617,,,,,,,,,,,,,,,,,,,
63,2011,2011083,0.68,m,Kemuk,5/21/11,5/22/11,8/7/11,1,78,1,,,1,59.40467,-157.92433,,,,,,,,,,,,,,,,,,,
65,2011,2011085,1.969,f,Kemuk,5/22/11,5/23/11,12/13/11,1,205,1,,,1,59.5095,-157.702,,,,,,,,,,,,,,,,,,,
67,2011,2011087,0.729,m,Kemuk,5/22/11,5/23/11,1/18/12,1,241,1,,,1,59.2415,-158.04283,,,,,,,,,,,,,,,,,,,
68,2011,2011088,1.78,m,Kemuk,5/22/11,5/23/11,7/12/11,1,51,1,,,1,59.214,-157.95633,,,,,,,,,,,,,,,,,,,
69,2011,2011089,0.459,f,Kemuk,5/22/11,5/23/11,5/25/11,1,3,1,,,1,59.2042,-157.9347,1,59.21533,-157.5445,0,59.21533,-157.93233,,,,,,,,,,,,,STARVED; CAPTURE RELATED?
70,2011,2011090,1.57,m,Kemuk,5/22/11,5/24/11,5/24/11,1,1,1,,,1,59.22233,-157.94367,0,59.51383,-157.837,,,,,,,,,,,,,,,,PREDATOR; CAPTURE RELATED?
71,2011,2011091,1.9,f,Kemuk,5/22/11,5/23/11,7/1/11,1,40,1,,,1,59.20417,-157.93467,,,,,,,,,,,,,,,,,,,
72,2011,2011092,1.56,m,Kemuk,5/23/11,5/24/11,10/18/11,1,148,1,,,1,59.58967,-157.75033,,,,,,,,,,,,,,,,,,,
73,2011,2011093,1.94,m,Kemuk,5/23/11,5/24/11,5/25/11,1,2,1,,,1,59.6145,-157.7227,1,,,0,59.6265,-157.674,,,,,,,,,,,,,ABANDONED; CAPTURE  RELATED?
74,2011,2011094,1.91,m,Kemuk,5/23/11,5/24/11,5/25/11,1,2,1,,,1,59.67283,-157.6365,1,,,0,59.47066,-157.74783,,,,,,,,,,,,,WOLF
76,2011,2011096,3.61,f,Kemuk,5/23/11,5/24/11,7/12/11,1,50,1,,,1,59.6145,-157.72267,,,,,,,,,,,,,,,,,,,
77,2011,2011097,3.57,m,Kemuk,5/23/11,5/24/11,6/9/11,1,17,1,,,1,59.497,-157.77917,,,,,,,,,,,,,,,,,,,
79,2011,2011099,3.541,f,Kemuk,5/24/11,5/25/11,5/30/11,1,6,1,,,1,59.477,-157.89967,,,,,,,,,,,,,,,,,,,
80,2011,2011100,3.97,unk,Kemuk,5/24/11,5/25/11,7/12/11,1,49,1,,,1,59.20983,-158.12967,,,,,,,,,,,,,,,,,,,
81,2011,2011101,3.64,m,Kemuk,5/24/11,5/25/11,6/12/11,1,19,1,,,1,59.14233,-158.23683,,,,,,,,,,,,,,,,,,,
82,2011,2011102,3.62,f,Kemuk,5/25/11,5/26/11,7/12/11,1,48,1,,,1,59.1185,-158.25967,,,,,,,,,,,,,,,,,,,
83,2011,2011103,0.52,f,Kemuk,5/25/11,5/26/11,8/7/11,1,74,1,,,1,59.646,-157.62067,,,,,,,,,,,,,,,,,,,
84,2011,2011104,3.81,f,Kemuk,5/25/11,5/26/11,9/28/11,1,126,1,,,1,59.57417,-157.69467,,,,,,,,,,,,,,,,,,,
85,2011,2011105,1.94,f,Kemuk,5/27/11,5/28/11,6/5/11,1,9,1,,,1,59.643,-157.86633,,,,,,,,,,,,,,,,,,,
86,2011,2011106,1.57,f,Kemuk,5/27/11,5/28/11,8/7/11,1,72,1,,,1,59.4405,-157.875,,,,,,,,,,,,,,,,,,,
87,2011,2011107,1.91,m,Kemuk,5/28/11,5/29/11,8/7/11,1,71,1,,,1,59.099,-158.37917,,,,,,,,,,,,,,,,,,,
88,2011,2011108,3.5,m,Kemuk,5/28/11,5/29/11,4/2/12,1,310,1,,,1,59.09567,-158.37267,,,,,,,,,,,,,,,,,,,
89,2012,2012100,2.87,f,Kemuk,5/18/12,5/19/12,7/7/12,1,50,1,,,1,59.35339,-157.80232,1,59.31808,-157.75594,,,,1,59.36037,-157.88577,1,59.353,-157.92479,,,,,,,
91,2012,2012102,2.86,m,Kemuk,5/18/12,5/19/12,7/7/12,1,50,1,,,1,59.53859,-157.70613,1,59.54037,-157.74124,1,59.52255,-157.76854,,,,,,,,,,,,,
93,2012,2012104,2.49,m,Kemuk,5/18/12,5/19/12,4/2/13,1,319,1,,,1,59.66052,-157.39734,1,59.65869,-157.38948,1,59.65797,-157.42835,,,,1,59.62513,-157.54929,,,,,,,
94,2012,2012105,2.62,m,Kemuk,5/18/12,5/19/12,7/7/12,1,50,1,,,1,59.64997,-157.4181,1,59.65083,-157.38133,,,,1,59.64926,-157.43498,1,59.6186,-157.53536,,,,,,,
96,2012,2012107,2.81,f,Kemuk,5/18/12,5/19/12,6/29/12,1,42,1,,,1,59.60241,-157.45167,1,59.60242,-157.45167,1,59.57369,-157.45866,,,,1,59.59254,-157.53571,,,,,,,
98,2012,2012109,0.98,f,Kemuk,5/18/12,5/19/12,10/6/12,1,141,1,,,1,59.60224,-157.51201,1,59.57571,-157.51345,,,,1,59.58503,-157.52875,,,,,,,,,,
99,2012,2012110,2.14,m,Kemuk,5/18/12,5/19/12,7/7/12,1,50,1,,,1,59.60981,-157.51984,1,59.59242,-157.39429,1,59.59582,-157.37781,,,,1,59.60796,-157.48847,,,,,,,
103,2012,2012114,0.459,f,Kemuk,5/18/12,5/19/12,5/21/12,1,3,1,,,1,59.95826,-157.51027,1,59.96249,-157.52721,1,59.98006,-157.51078,0,59.96913,-157.51562,,,,,,,,,,DROWNED
106,2012,2012117,2.67,f,Kemuk,5/19/12,5/20/12,7/19/12,1,61,1,,,1,59.37829,-157.90472,,,,,,,,,,,,,,,,,,,
107,2012,2012118,2.53,m,Kemuk,5/19/12,5/20/12,7/7/12,1,49,1,,,1,59.41939,-157.8985,1,59.42749,-157.93922,1,59.43663,-157.861,,,,,,,,,,,,,
108,2012,2012119,2.54,f,Kemuk,5/19/12,5/20/12,7/7/12,1,49,1,,,1,59.44814,-157.86426,1,59.43721,-157.86004,1,59.44092,-157.88711,1,59.44326,-157.92593,,,,,,,,,,
109,2012,2012120,0.92,f,Kemuk,5/19/12,5/20/12,7/7/12,1,49,1,,,1,59.44355,-157.87866,1,59.45925,-157.86261,,,,,,,,,,,,,,,,
110,2012,2012121,2.64,m,Kemuk,5/19/12,5/20/12,5/21/12,1,2,1,,,1,59.43688,-157.8513,1,,,0,59.43663,-157.861,,,,,,,,,,,,,ABANDONED; DEHYDRATED/SHOCK
111,2012,2012122,2.5,f,Kemuk,5/19/12,5/20/12,10/6/12,1,140,1,,,1,59.43585,-157.83736,,,,,,,,,,,,,,,,,,,
112,2012,2012123,2.93,f,Kemuk,5/19/12,5/20/12,7/7/12,1,49,1,,,1,59.4115,-157.84424,,,,1,59.41665,-157.87751,1,59.41737,-157.90114,,,,,,,,,,
114,2012,2012125,2.57,f,Kemuk,5/19/12,5/20/12,10/12/12,1,146,1,,,1,59.93709,-157.64024,,,,,,,,,,,,,,,,,,,
118,2012,2012129,2.76,f,Kemuk,5/19/12,5/20/12,7/7/12,1,49,1,,,1,60.00951,-157.63057,1,60.0272,-157.58255,,,,,,,1,60.07227,-157.6751,,,,,,,
120,2012,2012131,2.04,m,Kemuk,5/19/12,5/20/12,7/7/12,1,49,1,,,1,59.90256,-157.37746,,,,,,,1,59.92721,-157.25578,,,,,,,,,,
121,2012,2012132,2.3,m,Kemuk,5/20/12,5/21/12,6/8/12,1,19,1,,,1,59.45777,-157.73,,,,1,59.44639,-157.68963,,,,,,,,,,,,,
122,2012,2012133,2.26,m,Kemuk,5/20/12,5/21/12,6/8/12,1,19,1,,,1,59.4853,-157.59555,1,59.52449,-157.59079,,,,,,,,,,,,,,,,
123,2012,2012134,2.52,f,Kemuk,5/20/12,5/21/12,6/8/12,1,19,1,,,1,59.57763,-157.49666,,59.58996,-157.52868,,,,,,,,,,,,,,,,
126,2012,2012137,2.41,m,Kemuk,5/20/12,5/21/12,7/7/12,1,48,1,,,1,59.56786,-157.4756,,,,,,,1,59.58063,-157.50588,,,,,,,,,,
128,2012,2012139,2.44,f,Kemuk,5/20/12,5/21/12,7/1/12,1,42,1,,,1,59.58844,-157.48509,1,59.58626,-157.51361,1,59.59701,-157.54308,,,,,,,,,,,,,
129,2012,2012140,2.65,m,Kemuk,5/20/12,5/21/12,6/8/12,1,19,1,,,1,59.85559,-157.37767,1,59.87207,-157.38957,,,,1,59.8525,-157.37816,,,,,,,,,,
130,2012,2012141,2.95,unk,Kemuk,5/20/12,5/21/12,7/19/12,1,60,1,,,1,59.85185,-157.34602,,,,,,,1,59.82497,-157.37106,,,,,,,,,,
133,2012,2012144,2.17,m,Kemuk,5/20/12,5/21/12,6/8/12,1,19,1,,,1,59.89594,-157.12344,1,59.88883,-157.1141,1,59.88622,-157.13387,1,59.85889,-157.16626,,,,,,,,,,
141,2012,2012200,3.92,m,Tundra,5/16/12,5/17/12,10/11/12,1,148,1,,,1,61.18712,-155.72233,,,,,,,,,,,,,,,,,,,
142,2012,2012201,3.05,m,Tundra,5/16/12,5/17/12,7/6/12,1,51,1,,,1,61.20335,-155.7505,,,,,,,,,,,,,,,,,,,
143,2012,2012202,3.51,f,Tundra,5/16/12,5/17/12,5/17/12,1,1,1,,,1,61.21217,-155.753,,,,,,,,,,,,,,,,,,,UNKNOWN FATE; MAGNET LEFT ON
144,2012,2012203,3.69,f,Tundra,5/16/12,5/17/12,5/21/12,1,5,1,,,1,61.26192,-155.73513,1,,,1,,,1,,,1,,,,,,,,,
145,2012,2012204,3.01,f,Tundra,5/16/12,5/17/12,7/6/12,1,51,1,,,1,61.239,-155.86535,,,,,,,,,,,,,,,,,,,
146,2012,2012205,3.25,f,Tundra,5/16/12,5/17/12,5/17/12,1,1,1,,,1,61.2525,-155.90197,0,61.246,-155.9491,,,,,,,,,,,,,,,,DROWNED
157,2012,2012216,1.94,m,Tundra,5/16/12,5/17/12,10/11/12,1,148,1,,,1,61.12197,-155.75625,1,61.10788,-155.8084,,,,,,,,,,,,,,,,
158,2012,2012217,3.44,m,Tundra,5/16/12,5/17/12,10/11/12,1,148,1,,,1,61.1398,-155.74165,1,61.15316,-155.80859,,,,,,,,,,,,,,,,
161,2012,2012220,1.78,f,Tundra,5/17/12,5/18/12,5/19/12,1,2,1,,,1,61.21632,-155.80857,0,61.21632,-155.80857,,,,,,,,,,,,,,,,BEAR
162,2012,2012221,3.11,f,Tundra,5/17/12,5/18/12,5/26/12,1,9,1,,,1,61.1524,-155.71603,,,,,,,,,,,,,,,,,,,
165,2012,2012224,1.95,m,Tundra,5/17/12,5/18/12,5/23/12,1,6,1,,,1,61.32797,-155.92043,,,,1,61.30575,-155.81714,,,,,,,,,,,,,
167,2012,2012226,3.7,f,Tundra,5/17/12,5/18/12,6/14/12,1,28,1,,,1,61.2669,-155.78658,,,,,,,,,,,,,,,,,,,
168,2012,2012227,1.8,m,Tundra,5/17/12,5/18/12,9/30/12,1,136,1,,,1,61.19815,-155.75375,,,,,,,,,,,,,,,,,,,
170,2012,2012229,3.57,m,Tundra,5/17/12,5/18/12,10/11/12,1,147,1,,,1,61.142,-156.01997,,,,,,,,,,,,,,,,,,,
171,2012,2012230,3.85,m,Tundra,5/17/12,5/18/12,5/22/12,1,5,1,,,1,61.21,-155.9871,,61.17831,-155.96779,,,,,,,,,,,,,,,,
172,2012,2012231,1.04,m,Tundra,5/17/12,5/18/12,10/11/12,1,147,1,,,1,61.21165,-155.76398,1,61.21448,-155.75452,,,,,,,,,,,,,,,,
174,2012,2012233,3.9,f,Tundra,5/17/12,5/18/12,5/18/12,1,1,1,,,1,61.3103,-155.77807,0,61.3103,-155.77807,,,,,,,,,,,,,,,,BEAR
175,2012,2012234,3.64,unk,Tundra,5/17/12,5/18/12,10/11/12,1,147,1,,,1,61.21222,-156.00762,1,61.21222,-156.00762,,,,,,,,,,,,,,,,
177,2012,2012236,3.03,m,Tundra,5/17/12,5/18/12,6/14/12,1,28,1,,,1,61.16357,-155.9317,1,61.17738,-155.9832,,,,,,,,,,,,,,,,
179,2012,2012238,3.25,m,Tundra,5/18/12,5/19/12,5/19/12,1,1,1,,,1,,,0,,,,,,,,,,,,,,,,,,BEAR
180,2012,2012239,3.37,f,Tundra,5/18/12,5/19/12,10/11/12,1,146,1,,,1,61.39873,-155.94003,1,61.42026,-155.9468,1,61.3887,-155.99633,,,,,,,,,,,,,
181,2012,2012240,3.41,m,Tundra,5/18/12,5/19/12,5/27/12,1,9,1,,,1,61.35317,-156.17175,,,,1,61.37538,-156.21073,,,,,,,,,,,,,
182,2012,2012241,1.9,m,Tundra,5/18/12,5/19/12,5/20/12,1,2,1,,,1,61.35262,-156.19203,1,,,0,61.33728,-156.2042,,,,,,,,,,,,,BEAR
184,2012,2012243,3.23,m,Tundra,5/18/12,5/19/12,5/21/12,1,3,1,,,1,61.2521,-156.34752,1,,,1,61.24018,-156.31733,0,61.2521,-156.34751,,,,,,,,,,BEAR
185,2012,2012244,3.39,f,Tundra,5/18/12,5/19/12,5/22/12,1,4,1,,,1,61.15663,-156.22308,1,,,1,61.15697,-156.27629,1,,,0,61.16733,-156.31583,,,,,,,BEAR
186,2012,2012245,3.19,f,Tundra,5/18/12,5/19/12,5/20/12,1,2,1,,,1,60.95797,-155.73697,0,61.95883,-155.77016,,,,,,,,,,,,,,,,PREDATOR
187,2012,2012246,3.52,m,Tundra,5/18/12,5/19/12,5/22/12,1,4,1,,,1,60.84305,-155.77785,1,60.84679,-155.76639,1,,,1,,,0,60.84516,-155.7925,,,,,,,BEAR
188,2012,2012247,3.27,f,Tundra,5/18/12,5/19/12,5/27/12,1,9,1,,,1,61.05118,-155.78515,1,61.08964,-155.76553,,,,,,,,,,,,,,,,
189,2012,2012248,3,f,Tundra,5/18/12,5/19/12,5/25/12,1,7,1,,,1,61.14102,-155.86145,1,61.14102,-155.86145,,,,,,,,,,,,,,,,
191,2012,2012250,1.88,m,Tundra,5/19/12,5/20/12,5/21/12,1,2,1,,,1,61.327,-156.11233,0,61.33206,-156.1022,,,,,,,,,,,,,,,,TRAUMA/STOMPED?
193,2012,2012252,3.29,f,Tundra,5/19/12,5/20/12,7/6/12,1,48,1,,,1,61.19283,-155.897,,,,,,,,,,,,,,,,,,,
194,2012,2012253,3.25,f,Tundra,5/20/12,5/21/12,5/21/12,1,0,1,,,1,61.19658,-155.77592,M (5/21),61.18656,-155.79832,,,,,,,,,,,,,,,,BEAR
196,2012,2012255,3.19,f,Tundra,5/20/12,5/21/12,5/23/12,1,3,1,,,1,61.34,-156.14423,1,61.32108,-156.12909,1,,,0,61.3065,-156.13967,,,,,,,,,,WOLF
197,2012,2012256,3.33,f,Tundra,5/21/12,5/22/12,7/6/12,1,46,1,,,1,61.14983,-155.70017,,,,,,,,,,,,,,,,,,,
198,2012,2012257,1.9,unk,Tundra,5/21/12,5/22/12,5/24/12,1,3,1,,,1,61.08,-155.74483,1,61.08346,-155.76374,1,,,0,61.056,-155.72033,,,,,,,,,,BEAR
201,2012,2012260,3.9,m,Tundra,5/22/12,5/23/12,5/23/12,1,1,1,,,1,61.249,-155.792,0,61.19483,-155.82567,,,,,,,,,,,,,,,,PREDATOR
202,2012,2012261,3.07,m,Tundra,5/22/12,5/23/12,5/24/12,1,2,1,,,1,61.06617,-155.68233,1,61.06461,-155.71395,0,61.058,-155.75466,,,,,,,,,,,,,BEAR
205,2012,2012264,3.69,m,Tundra,5/23/12,5/24/12,10/11/12,1,141,1,,,1,61.25267,-155.76217,1,61.2484,-155.77989,,,,1,61.1808,-155.83956,,,,,,,,,,
206,2012,2012265,3.85,f,Tundra,5/23/12,5/24/12,5/27/12,1,4,1,,,1,61.2915,-155.91162,1,61.28466,-155.91376,1,,,1,61.28364,-155.89208,0,61.2481,-155.89533,,,,,,,WOLF
208,2013,2013101,3.003,f,Kemuk,5/17/13,5/18/13,7/12/13,1,56,1,,,1,59.42633,-157.82018,1,59.4412,-157.89409,,,,,,,,,,,,,,,,
209,2013,2013102,0.262,m,Kemuk,5/17/13,5/18/13,5/23/13,1,6,1,,,1,59.44547,-157.84865,1,59.44902,-157.87921,,,,,,,,,,,,,,,,
210,2013,2013103,0.143,f,Kemuk,5/17/13,5/18/13,7/12/13,1,56,1,,,1,59.48323,-157.8495,1,59.48609,-157.85881,,,,,,,,,,,,,,,,
211,2013,2013104,2.862,m,Kemuk,5/17/13,5/18/13,5/18/13,1,1,1,,,1,59.8494,-156.88394,0,59.87502,-156.87527,,,,,,,,,,,,,,,,DROWNED
213,2013,2013106,2.662,f,Kemuk,5/17/13,5/18/13,5/19/13,1,2,1,,,1,59.87617,-156.92383,,,,0,59.89328,-156.91672,,,,,,,,,,,,,WOLF
216,2013,2013109,0.792,m,Kemuk,5/18/13,5/19/13,10/22/13,1,157,1,,,1,59.89797,-157.52913,,,,1,59.90021,-157.58004,,,,,,,,,,,,,
218,2013,2013111,3.27,m,Kemuk,5/18/13,5/19/13,7/12/13,1,55,1,,,1,59.9708,-157.50604,,,,1,59.9708,-157.506,,,,,,,,,,,,,
219,2013,2013112,2.622,m,Kemuk,5/18/13,5/19/13,4/3/14,1,320,1,,,1,59.97842,-157.55695,,,,1,59.99437,-157.55693,,,,,,,,,,,,,
223,2013,2013116,0.461,unk,Kemuk,5/18/13,5/19/13,5/15/14,1,362,1,,,1,59.78717,-157.4555,,,,,,,,,,1,59.78751,-157.48793,,,,,,,
224,2013,2013117,2.762,m,Kemuk,5/18/13,5/19/13,5/15/14,1,362,1,,,1,59.76169,-157.45625,,,,,,,,,,1,59.76329,-157.47841,,,,,,,
226,2013,2013119,0.572,f,Kemuk,5/18/13,5/19/13,5/15/14,1,362,1,,,1,59.60067,-157.34018,,,,,,,,,,1,59.61505,-157.55861,,,,,,,
228,2013,2013121,0.153,m,Kemuk,5/19/13,5/20/13,5/15/14,1,361,1,,,1,59.3902,-157.56242,1,59.39764,-157.56188,,,,,,,,,,,,,,,,
229,2013,2013122,3.05,f,Kemuk,5/19/13,5/20/13,7/12/13,1,54,1,,,1,59.8863,-157.50377,1,59.88205,-157.49543,,,,,,,,,,,,,,,,
241,2013,2013134,3.42,m,Kemuk,5/20/13,5/21/13,7/12/13,1,53,1,,,1,59.60926,-157.46779,1,59.60927,-157.53102,,,,,,,,,,,,,,,,
242,2013,2013135,3.41,f,Kemuk,5/20/13,5/21/13,5/15/14,1,360,1,,,1,59.64121,-157.4034,,,,1,59.63211,-157.60279,,,,,,,,,,,,,
243,2013,2013136,3.29,m,Kemuk,5/20/13,5/21/13,10/22/13,1,155,1,,,1,59.71998,-157.50226,,,,1,59.6202,-157.54307,,,,,,,,,,,,,
244,2013,2013137,3.47,f,Kemuk,5/20/13,5/21/13,7/12/13,1,53,1,,,1,59.7965,-157.47211,,,,1,59.69324,-157.43833,,,,,,,,,,,,,
245,2013,2013138,3.07,m,Kemuk,5/21/13,5/22/13,4/3/14,1,317,1,,,1,59.7965,-157.54651,1,59.80118,-157.53433,,,,,,,,,,,,,,,,
247,2013,2013140,2.862,f,Kemuk,5/21/13,5/22/13,7/12/13,1,52,1,,,1,59.89145,-157.66727,1,59.88716,-157.6731,,,,,,,,,,,,,,,,
249,2013,2013142,3.46,f,Kemuk,5/22/13,5/23/13,5/23/13,1,1,1,,,1,59.55788,-157.82663,0,59.55851,-157.82509,,,,,,,,,,,,,,,,STARVED
250,2013,2013143,2.982,f,Kemuk,5/22/13,5/23/13,5/15/14,1,358,1,,,1,59.61502,-157.67792,,,,,,,,,,,,,,,,,,,
252,2013,2013145,3.21,m,Kemuk,5/22/13,5/23/13,10/23/13,1,154,1,,,1,59.61386,-157.6236,,,,,,,,,,,,,,,,,,,
256,2013,2013149,3.19,f,Kemuk,5/26/13,5/27/13,11/22/13,1,180,1,,,1,59.84078,-157.81227,,,,,,,,,,,,,,,,,,,
